sectperf,prof_pos,sex,unit,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
TOTAL,RSE,F,FTE,CY	: 	343 	338 	329 	342 	337 	328 	281 	272 	254 	239 	197 	157 	137 	105 	91 	81 	69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,CZ	: 	8701 	8401 	8212 	7696 	7429 	7490 	7559 	7093 	6652 	6349 b	4052 	4121 	3917 	3853 	3551 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,DE	: 	: 	80353 	: 	74766 	: 	65258 	: 	54241 	: 	47666 	: 	43855 	: 	42588 	: 	36341 	: 	42779 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,DK	: 	: 	13159 	12573 e	12376 	11654 e	10952 	: 	8843 b	: 	8113 	: 	6926 	6802 b	5559 d	: 	4986 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,EE	: 	1865 	1871 	1963 	1869 	1688 	1796 	1510 	1531 	1418 	1317 	1390 	1273 	1262 	1125 	1109 	1252 	1206 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,EL	: 	: 	11361 	: 	9602 b	: 	: 	: 	: 	: 	6213 	: 	5198 	: 	4710 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,ES	: 	47136 	47760 	48771 	50233 	51831 	51526 	49990 	46458 	43431 	41371 	37580 	33985 	29767 	28208 	: 	19989 	: 	17521 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,FR	: 	: 	69418 e	67327 e	64873 e	46001 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,HR	: 	3119 	3256 	3332 	3356 	3485 	3384 	3262 	2893 	2680 	2710 	3256 	2799 	3651 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,HU	: 	6908 	6748 	6772 	6882 	6447 	6103 	5689 	5505 	5505 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,IE	: 	: 	4933 	2649 	4584 	4672 e	4652 	4419 	3849 	3555 	3241 	3069 	2883 	2602 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,IS	: 	: 	: 	: 	812 b	: 	1000 	841 	805 	874 	784 	: 	690 	: 	647 	: 	501 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,IT	: 	42700 	42004 	39573 	37008 	35792 	34822 	31903 	31408 	29107 	26797 	20938 	20105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6032 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,LT	: 	4221 	4140 	4026 	4099 	4367 	4283 	4227 	4114 	3907 	3706 	3481 	3196 	2989 	3766 	3388 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,LU	: 	: 	683 	: 	648 	: 	534 	: 	: 	: 	392 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,LV	: 	: 	1829 	1985 	2045 	1823 	1823 	2172 	2063 	1868 	1636 	1806 	1707 	1835 	1927 	1880 	1277 	1201 	1197 	1324 	1413 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,ME	: 	199 	184 	: 	198 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,MK	: 	: 	: 	686 	532 	620 	481 	527 	545 	548 	577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,MT	: 	231 	236 	234 	185 	153 	144 	149 	123 	132 	121 	109 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,NL	: 	19525 	19576 	18434 b	15629 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,PL	: 	27765 	25901 	24609 	24450 	24745 	23314 	23524 	24186 	22903 	24521 	22684 	21947 	: 	: 	33572 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,PT	: 	16691 	16921 b	18908 	19347 	18175 	17792 	17643 b	12359 	10944 e	9530 	9333 e	9136 	8538 e	7940 	7437 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,RO	: 	8142 	8405 	8068 	7400 b	8797 	8643 	8834 	8242 	8603 	10617 	9480 	9340 	9181 	8551 	8785 	10335 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,RS	: 	6360 	6229 	5900 	5780 	5370 	4984 	4728 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,SE	: 	: 	17989 be	: 	14721 e	: 	14080 be	: 	13475 be	: 	15960 de	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,SI	: 	2973 	3017 	3020 	3094 b	2668 	2513 	2326 b	2106 	1941 	1777 	1288 	1202 	1606 	1547 	1525 	1487 	1430 	1329 	1486 	1569 	1534 	1260 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,SK	: 	6090 	6155 	6362 	6480 	6376 	5607 	5330 	5116 	4959 	4484 	4427 	3946 	3749 	3816 	3867 	3516 	3778 	3618 	3601 	3420 	3540 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,TR	: 	29240 	29361 	27004 	23393 	21056 	19272 	17754 	16942 	14567 	13381 	11815 	11229 	8211 	8527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,AT	: 	: 	21145 	: 	19020 	: 	16877 	: 	14172 	12541 	: 	10427 	: 	8192 	: 	: 	: 	5901 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,BA	: 	811 	484 	276 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,BE	: 	: 	22286 	: 	21153 	19748 	18270 	17597 	15927 	15098 	14413 	13635 	12522 	12221 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,BG	: 	8804 	7999 	7398 	7259 	6870 	7000 	6310 	6120 	5367 	5429 	5258 	5070 	4837 	4758 	4797 	5440 	6213 	6590 	7669 	7220 	7498 	16966 	17362 	23592 	21939 	20182 	20447 	22268 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,CH	: 	: 	: 	19537 	: 	: 	: 	13846 	: 	: 	: 	11555 	: 	: 	: 	8985 	: 	: 	: 	7530 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,CY	: 	813 	846 	714 	714 	640 	603 	522 	500 	482 	464 	393 	337 	298 	258 	208 	177 	153 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,CZ	: 	14815 	14537 	13102 	12936 	12198 	12437 	12613 	12034 	11295 	10827 	9730 	8905 	9024 	8409 	8395 	7528 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,DE	: 	: 	153517 	: 	139879 	: 	121631 	: 	101639 	: 	86733 	: 	77449 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,DK	: 	: 	19904 	20369 	18831 	17865 e	17160 	: 	12990 b	: 	12908 	: 	10134 	9943 b	8355 	: 	7661 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,EA19	: 	: 	573009 	: 	536842 	: 	487450 e	: 	431364 e	: 	374264 e	: 	330957 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,EE	: 	3399 	3338 	3358 	3342 	3249 	3166 	3013 	3027 	2636 	2337 	2412 	2340 	2168 	2078 	1969 	1920 	1850 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,EL	: 	: 	21163 	: 	16609 b	: 	: 	: 	: 	: 	12147 	: 	10402 	: 	9295 	: 	12105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,ES	: 	83184 	82121 	83643 	85237 	86053 	84352 	81599 	76289 	70830 	66418 	61377 	57515 	52850 	49664 	: 	38099 	: 	34041 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,EU28	: 	: 	897956 	863924 e	835355 	798633 e	765775 e	: 	694678 e	: 	630164 e	: 	558405 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,FI	: 	17818 	17861 	18286 	18452 	18247 	17530 	16958 	16824 	16808 	15349 	14834 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,FR	: 	: 	93256 e	90816 e	86635 e	82256 be	79723 d	79161 d	77439 d	73763 	70347 	69272 	66713 	64333 bd	59630 e	58124 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,HR	: 	5246 	5333 	5440 	5417 	5879 	5620 	5424 	4954 	4595 	4619 	5404 	4843 	4641 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,HU	: 	11897 	11462 	11453 	11729 	11418 	11323 	11139 	11077 	10973 	10731 	10484 b	10647 d	10039 d	9363 d	9537 	7554 d	8129 d	7367 d	6649 d	7092 d	7328 d	7338 d	7361 d	7711 d	8489 d	9394 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,IE	: 	: 	8210 	5022 	7298 	7165 e	7154 	6791 	6208 	5799 	5349 	4985 	4801 	4686 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,IS	1699 	: 	1471 b	: 	1221 b	: 	1599 	1574 	1506 	1654 	1501 	: 	1384 	: 	1122 	: 	913 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,IT	: 	60532 	58522 	56078 	52833 	51646 	50525 	48290 	47082 	45729 	40610 	33064 	31483 	31220 	28176 	27908 	26450 	25647 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,JP	: 	136206 	130603 	127836 	124686 	123181 	121141 	116106 	114942 	108547 	102948 	98690 	96133 	88674 	85207 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,KR	: 	80904 	74617 	70997 	65067 	57662 	51073 	46677 	42977 b	33682 d	30174 d	25198 d	22613 d	22057 d	19930 d	16385 d	13009 d	12317 d	12545 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,LT	: 	9734 	9263 	9255 	9038 	7203 	7081 	6954 	6754 	5926 	5798 	5658 	5101 	4536 	4801 	4542 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,LU	: 	: 	740 	: 	714 	: 	626 	: 	595 e	: 	445 	: 	353 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,LV	: 	: 	3871 	4222 	3929 	3313 	3312 	4071 	4101 	3418 	2963 	2972 	2926 	3159 	3050 	3033 	2021 	1770 	1759 	1719 	1836 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,ME	: 	839 	823 	: 	771 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,MK	: 	: 	: 	1174 	1025 	1104 	920 	1056 	1107 	1112 	1197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,MT	: 	408 	420 	423 	337 	302 	278 	301 	250 	274 	255 	211 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,NL	: 	26116 	26097 	25674 b	20373 b	: 	14104 	: 	13828 	: 	12150 	: 	10590 b	: 	9791 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,NO	: 	18725 	17659 	16923 	16501 	15998 	15770 	14892 	13858 	: 	11560 	: 	10326 	: 	9883 	: 	8615 d	: 	7902 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,PL	: 	42958 	41424 	39681 	38908 	39383 	38794 	38509 	38802 	38065 	38426 	37594 	37065 	: 	: 	33572 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,PT	: 	34874 	35557 b	36805 	36199 	35204 	33342 	32301 b	22350 	19554 e	16757 	16326 e	15895 	14734 e	13572 	12914 e	12255 	10765 	9275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,RO	: 	12669 	12611 	12565 	11738 b	13519 	13707 	13817 	13745 	12682 	13409 	11632 	11179 	10886 	10107 	9841 	11443 	13420 	13579 	14030 	13395 	15401 	17480 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,RS	: 	7452 	7389 	6577 	6716 	6169 	5696 	5439 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,RU	: 	151492 e	150864 e	153694 e	155318 e	153863 e	154725 e	157149 e	164385 e	163972 e	165993 e	172177 e	177538 e	179120 e	185609 e	187792 	186264 	188464 	210662 	229959 	250901 	256328 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,SE	: 	: 	33876 be	: 	29847 e	: 	26073 be	: 	24958 be	: 	29477 bde	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,SI	: 	4387 	4359 	4426 	4550 b	4018 	3724 	3551 b	3049 	2918 	2659 	1900 	1748 	2466 	2383 	2358 	2323 	2183 	2047 	2004 	1900 	1875 	1573 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,SK	: 	10657 	10437 	10595 	10530 	10192 	9272 	8383 	8188 	7856 	7268 	7152 	6543 	6086 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,TR	: 	66974 	60179 	56081 	48984 	44671 	41528 	38832 	37401 	32686 	30239 	28075 	26738 	25407 	23663 	23173 	19317 	17606 	18255 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,HC,UK	: 	183012 e	177801 	167375 e	161848 	151280 e	146211 e	: 	138634 e	: 	130074 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,T,FTE,AT	42339 ep	41595 e	40426 	39701 e	37114 	36581 e	34664 	34508 e	31676 	29199 	28470 e	25955 	: 	24124 	: 	: 	: 	18715 	: 	: 	: 	: 	12821 	: 	: 	: 	8782 	: 	: 	: 	7609 	: 	: 	: 	6712 	: 
TOTAL,RSE,T,FTE,BA	: 	1018 	829 	577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,T,FTE,BE	55087 p	46880 e	46355 	45597 	42686 	40832 	38225 	36774 	36318 	34879 	33146 	32400 	30917 	30668 	32237 	30540 	29732 	27592 	26263 	25130 	23309 	22563 	20979 b	: 	18105 de	: 	17620 bd	16646 d	16045 d	15705 d	14759 de	13906 d	13431 de	13410 d	12747 de	: 
TOTAL,RSE,T,FTE,BG	14224 p	13201 	12275 	11300 	11902 	10979 	11968 	11384 	11203 	10336 	10053 	9827 	9589 	9223 	9217 	9479 	10580 	11972 	11980 	14751 	13990 	12608 	27292 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,T,FTE,CH	: 	: 	: 	35950 	: 	: 	: 	25142 	: 	: 	: 	25400 	: 	: 	: 	26105 	: 	: 	: 	22105 	: 	: 	: 	17710 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,T,FTE,CN_X_HK	: 	1524280 	1484040 	1404017 	1318086 	1210841 	1152311 b	1592420 d	1423381 d	1223756 d	1118698 d	926252 d	862108 d	810525 d	742726 d	695062 bd	531100 de	485500 de	588700 de	548000 de	522000 de	552000 de	489200 de	471900 de	471400 de	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,T,FTE,CY	860 p	888 	881 	877 	915 	905 	873 	806 	799 	748 	682 	583 	490 	435 	333 	303 	278 	236 	: 	: 	: 	: 	: 	147 	135 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,T,FTE,CZ	38081 p	36040 	34271 	33217 	30682 	29228 	28759 	29785 	27878 	26267 	24169 b	16300 	15809 	14974 	14987 	13852 	13535 	12566 	12580 	12963 	11936 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,T,FTE,DE	357538 ep	351923 	354463 	352419 	338689 	327996 e	317307 	302641 e	290853 	279822 	272148 	270215 	268942 	265812 e	264385 	257874 	254691 	237712 e	235793 	230189 e	231128 	: 	229839 	: 	241869 b	: 	176402 	: 	165616 b	: 	147419 	: 	134525 	: 	128200 	: 
TOTAL,RSE,T,FTE,DK	41809 e	41431 	39968 	40080 	39181 	37435 	36789 	35702 e	30174 b	28846 	28179 	26167 	24882 	25547 b	19453 d	: 	18945 	: 	17511 d	16699 de	15954 d	: 	13672 d	12861 d	12049 d	11505 d	10962 d	10369 d	9775 d	9170 d	8567 d	8123 d	7676 d	7255 d	6785 d	: 
TOTAL,RSE,T,FTE,EA19	1219752 p	1197272 	1190818 	1175767 	1134899 	1106480 e	1067281 e	1037825 e	986674 	945394 	902033 	874482 e	840271 e	817908 e	800269 e	775734 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,T,FTE,EE	4186 p	4323 	4407 	4582 	4511 	4077 	4314 	3979 	3690 	3513 	3331 	3369 	3017 	3059 	2681 	2666 	3002 	2978 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,T,FTE,EL	35069 p	29877 	29228 	24800 	24674 b	: 	: 	: 	21014 e	19907 e	19593 	: 	15631 	: 	14371 	: 	14748 	: 	10964 	: 	9705 b	: 	8031 	: 	6230 	: 	5461 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,T,FTE,ES	122437 	122235 	123225 	126778 	130235 	134653 	133803 	130986 	122624 	115798 	109720 	100994 	92523 	83318 	80081 	76670 	61568 	60269 e	53883 	51633 e	47342 	47867 e	43367 	41681 	40642 	37676 	32914 	31170 e	26463 e	24525 de	21455 	20506 	19450 	18782 	19268 	: 
TOTAL,RSE,T,FTE,EU28	1817701 p	1760232 	1730841 	1681342 	1626802 	1602756 e	1555600 e	1523247 e	1458115 	1422499 	1374760 	1314570 e	1265084 e	1223665 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,T,FTE,FI	37516 	38281 	39196 	40468 	40003 b	41425 	40849 	40879 	39000 	40411 	39582 	41004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9421 d	: 	: 	: 
TOTAL,RSE,T,FTE,FR	: 	268422 	266222 	258913 	249247 	243533 b	234366 d	227679 d	221851 	210591 	202507 	202377 	192790 	186420 d	177372 	172070 b	160424 	155727 	154742 b	154827 	151249 	149193 	145898 	141710 	129780 	123938 	120430 	115163 	109359 	104953 	102253 	98210 	92682 	90076 	85500 b	: 
TOTAL,RSE,T,FTE,HR	6367 	6117 	6529 	6688 	6847 	7104 	6931 	6697 	6129 	5778 	5727 	7140 	5861 	8572 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,T,FTE,HU	25316 	26213 	25038 	23837 	23019 	21342 	20064 	18504 	17391 	17547 	15878 	14904 b	15180 d	14965 d	14666 d	14406 	12579 d	11731 d	11154 d	10408 d	10499 d	11752 d	11818 d	12311 d	14471 d	17550 d	20431 d	21427 d	22284 d	22974 d	22479 d	22518 d	22132 d	21970 d	22267 d	25589 
TOTAL,RSE,T,FTE,IE	21451 p	20727 e	16844 e	15973 e	15269 e	14176 e	14189 	14502 	12695 	12172 	11587 	11010 	10039 	9376 	8949 	8516 	7877 e	7720 e	7047 e	6420 e	5764 e	5270 e	4854 e	5547 e	5161 e	4618 	4098 e	3585 	3344 	2967 	2813 	2663 	2461 	2291 	2114 	: 
TOTAL,RSE,T,FTE,IS	1944 	: 	1848 b	: 	2258 b	: 	2505 	2308 	2208 	2400 	2155 	: 	1917 	: 	1859 	: 	1578 	1414 e	1341 	890 	1076 	845 	815 	708 	687 	676 	685 	: 	491 	: 	468 	: 	413 	: 	345 	: 
TOTAL,RSE,T,FTE,IT	120677 p	118183 	116163 	110695 	106151 	103424 	101840 	95766 	93000 	88430 	82489 	72012 	70332 	71242 	66702 	66110 	65098 	65354 	65694 b	76441 	75536 	75722 	74434 	74422 	75238 	77876 	76074 	74833 	70556 	67844 	63759 	61979 	63021 	56707 	52060 	: 
TOTAL,RSE,T,FTE,JP	: 	682935 	660489 b	646347 	656651 	656032 	655530 	656676 b	684311 	684884 	680631 	653747 	652369 	623035 	653021 	647572 	658910 	652845 	625442 	617365 b	673421 e	658866 e	641083 e	622410 e	598333 e	582815 e	560276 e	535008 e	513267 e	487779 e	473296 e	447719 e	435340 e	406042 e	392625 e	: 
TOTAL,RSE,T,FTE,KR	: 	345463 	321842 	315589 	288901 	264118 	244077 	236137 	221928 b	199990 d	179812 d	156220 d	151254 d	141917 d	136337 d	108370 d	100210 d	92541 d	102660 d	99433 d	100456 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,T,FTE,LT	8124 p	9075 	8557 	8023 	8390 	8599 	8490 	8433 	8467 	7980 	7637 	7356 	6606 	6326 	8075 	7777 	8539 	8436 	7800 	7532 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,T,FTE,LU	2869 p	2629 	2503 	2310 b	2831 	2613 	2396 	2288 	2201 e	2054 	2227 	2031 	1949 	: 	: 	1646 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
