sex,prof_pos,sectperf,unit,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 
T,RSE,GOV,PC_EMP_HC,LT	: 	0.1367 	0.1342 	0.1367 	0.1413 	0.1306 	0.1367 	0.1203 	0.1191 	0.1252 	0.1328 	0.1251 	0.1233 	0.1353 	0.1792 	0.1873 	0.1972 	0.2007 	0.2077 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,GOV,PC_EMP_HC,LU	: 	: 	0.3339 	0.3359 	0.3676 	0.3292 	0.3014 	: 	0.2675 	0.2472 	0.2233 	: 	0.1962 	0.178 	0.1687 	0.1483 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,GOV,PC_EMP_HC,LV	: 	0.1052 	0.1089 	0.1131 	0.1088 	0.0946 	0.0956 	0.1011 	0.1356 	0.1272 	0.0821 	0.0665 	0.0704 	0.08 	0.0842 	0.0871 	0.0957 	0.1014 	0.1269 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,GOV,PC_EMP_HC,MK	: 	: 	: 	0.0705 	0.0457 	0.1056 	0.1006 	0.1329 	0.1355 	0.1442 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,GOV,PC_EMP_HC,MT	0.0203 p	0.014 	0.015 	0.022 	0.0232 	0.0263 	0.0316 	0.0266 	0.0161 	0.0313 	0.023 	0.0163 	0.0061 	0.0224 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,GOV,PC_EMP_HC,NL	: 	0.1382 d	0.1396 d	0.1417 bd	0.0994 d	0.096 d	0.0916 d	0.0921 d	0.0964 d	0.0992 d	0.0973 d	0.1065 d	0.1073 bd	0.0897 	0.0907 	0.083 b	0.0992 	0.1187 	0.1193 	0.1239 	0.1255 	0.1332 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,GOV,PC_EMP_HC,NO	: 	0.2457 	0.252 	0.248 	0.2522 	0.2488 	0.2455 d	0.2247 d	0.2293 d	: 	0.2025 d	: 	0.1952 d	: 	0.1828 d	: 	0.1797 d	: 	0.1892 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,GOV,PC_EMP_HC,PL	: 	0.1029 	0.1021 	0.1019 	0.1051 	0.1066 	0.0989 	0.096 	0.0997 	0.1012 	0.1019 	0.1065 	0.1123 	0.1209 	0.0848 	0.0873 	0.084 	0.0864 	0.0893 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,GOV,PC_EMP_HC,PT	: 	0.106 	0.0986 b	0.1124 	0.1361 	0.1114 	0.0953 	0.0924 	0.0969 	0.1074 e	0.1186 	0.112 e	0.1055 	0.1063 e	0.1087 	0.112 e	0.1159 	0.0952 	0.0785 	0.0773 e	0.0747 	0.071 e	0.0676 e	0.0594 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,GOV,PC_EMP_HC,RO	: 	0.0824 	0.0839 	0.0811 	0.0752 b	0.0702 	0.0683 	0.0736 	0.069 	0.0663 	0.084 	0.0763 	0.0729 	0.0689 	0.0605 	0.0562 	0.061 	0.0691 	0.0596 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,GOV,PC_EMP_HC,RU	: 	: 	: 	0.1908 e	0.1817 e	0.1884 e	0.1916 e	0.1863 e	0.1952 e	0.2006 e	0.204 e	0.1966 e	0.1988 e	0.1974 e	0.2014 e	0.1994 	0.2085 	0.224 	0.2286 	0.2239 	0.2285 	0.2215 	0.2118 	0.2261 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,GOV,PC_EMP_HC,SE	: 	: 	0.2092 be	: 	0.1422 be	: 	0.0505 e	: 	0.0638 be	: 	0.111 bde	: 	0.0801 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,GOV,PC_EMP_HC,SI	: 	0.2328 	0.2438 	0.2394 	0.2353 b	0.2608 	0.2588 	0.2525 	0.2293 	0.2106 	0.1996 	0.1432 	0.1389 	0.2181 	0.2066 	0.2188 	0.228 	0.222 	0.2145 	0.1921 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,GOV,PC_EMP_HC,SK	: 	0.1692 d	0.1434 d	0.159 d	0.1528 d	0.151 d	0.1389 d	0.1351 d	0.1404 d	0.1281 d	0.1289 d	0.1253 d	0.132 d	0.1285 d	0.1305 d	0.1362 	0.128 d	0.1285 d	0.1242 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,GOV,PC_EMP_HC,TR	: 	0.0287 	0.0285 	0.0304 	0.0302 	0.0323 	0.032 	0.0276 	0.0286 	0.0275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,GOV,PC_EMP_HC,UK	: 	0.03 	0.0301 	0.0305 	0.0303 	0.0343 	0.0347 	0.0341 	0.0349 	0.0343 	0.0362 	0.0359 	0.0363 	0.036 	0.0364 b	: 	0.0575 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,AT	0.3115 ep	0.309 e	0.3015 	0.3009 e	0.2921 	0.2883 e	0.2726 	0.2687 e	0.2488 	0.2319 	0.2278 e	0.2143 	: 	0.1819 	: 	: 	: 	0.1558 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,BE	0.4805 p	0.3892 e	0.3826 	0.3788 	0.3784 	0.3682 	0.3617 	0.3468 	0.3289 	0.3187 	0.3019 	0.3016 	0.281 	0.2756 	0.2786 	0.2691 	0.268 	0.2488 bd	0.233 d	0.224 d	0.236 d	0.2351 d	0.2272 bd	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,BG	0.1179 p	0.1359 	0.1217 	0.1136 	0.1364 	0.1065 	0.1276 	0.1077 	0.1046 	0.0816 	0.0795 	0.0721 	0.0678 	0.0658 	0.0592 	0.0565 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,CH	: 	: 	: 	0.4209 	: 	0.3855 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,CN_X_HK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0285 d	0.0269 d	0.0244 d	0.0237 d	0.0225 d	0.02 d	0.0231 d	0.0223 d	0.0222 d	0.0189 d	0.0192 d	0.0232 d	0.0189 d	0.0176 d	0.0201 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,CY	0.1271 p	0.1264 	0.1292 	0.1236 	0.133 	0.1289 	0.1252 	0.1136 	0.1214 	0.1191 	0.116 	0.1013 	0.0771 	0.0607 	0.0441 	0.0422 	0.0405 	0.036 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,CZ	0.2184 p	0.2106 	0.2109 	0.2222 	0.1999 	0.1948 	0.1855 	0.1812 	0.1688 	0.1625 	0.148 b	0.0844 	0.0856 	0.0848 	0.0842 	0.0742 	0.0662 	0.0567 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,DE	0.2486 ep	0.2464 	0.2429 	0.2398 	0.232 	0.225 	0.2068 	0.1877 	0.178 	0.1646 b	0.1617 	0.1658 	0.1731 	0.1817 	0.1735 	0.1716 	0.1701 	0.1686 	0.1688 	0.1704 	0.1665 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,DK	0.5591 e	0.5656 	0.5332 	0.5037 	0.4847 	0.4614 	0.414 	0.3767 	0.3361 b	0.3048 	0.2896 	0.2751 	0.2719 	0.2621 b	0.2156 d	0.2058 	0.2015 d	: 	0.2188 d	0.208 de	0.1978 d	: 	0.164 d	0.1533 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,EA19	0.2754 p	0.2686 	0.2647 	0.26 	0.2595 	0.2581 e	0.2472 e	0.237 e	0.2231 	0.2165 	0.2119 	0.2047 e	0.2006 e	0.1995 e	0.1982 e	0.1926 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,EE	0.3717 p	0.377 	0.3661 	0.3851 	0.3606 	0.3297 	0.3599 	0.3173 	0.3139 	0.3061 	0.2944 	0.3342 	0.3032 	0.3245 	0.2677 	0.2712 	0.3068 	0.3121 	0.3316 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,EL	0.4829 p	0.3961 	0.3963 	0.3257 	0.3307 b	: 	: 	: 	0.253 e	0.2478 e	0.234 	: 	0.1917 	: 	0.1849 	: 	0.2332 	: 	0.1701 	: 	0.1485 b	: 	0.1204 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,ES	0.2508 	0.2505 	0.2501 	0.2568 	0.2671 	0.2783 	0.2734 	0.2695 	0.264 	0.2563 	0.2573 	0.2547 	0.2506 	0.2425 	0.2618 	0.235 	0.1954 	0.2033 	0.1834 	0.1881 	0.1718 	0.1789 e	0.1523 e	0.1437 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,EU28	0.2973 p	0.2917 	0.2855 	0.2801 	0.2796 	0.2825 e	0.2721 e	0.2625 e	0.2509 	0.2445 	0.2406 	0.2299 e	0.2201 e	0.2131 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,FI	0.4673 	0.4731 	0.4598 	0.469 	0.4537 b	0.5143 	0.4654 	0.4439 	0.46 	0.4904 	0.4959 	0.5065 	: 	: 	: 	0.4045 d	0.4152 d	0.393 d	0.3513 d	: 	0.2638 d	: 	0.2486 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,FR	: 	0.2518 	0.2528 	0.2509 	0.2504 	0.2474 	0.2428 	0.2456 	0.2422 	0.2459 	0.2414 	0.2402 	0.2382 	0.2434 	0.2413 	0.2402 b	0.2233 	0.2246 	0.2205 b	0.2199 	0.2178 	0.2129 	0.2044 	0.1983 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,HR	0.1895 	0.1786 	0.1947 	0.195 	0.1933 	0.1986 	0.191 	0.196 	0.1797 	0.1809 	0.1792 	0.2114 	0.1603 	0.2947 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,HU	0.1251 	0.1328 	0.1381 	0.1391 	0.1426 	0.1448 	0.1491 	0.1417 	0.1394 	0.1438 	0.1414 	0.143 	0.1438 	0.1467 	0.1454 	0.1439 	0.1176 	0.11 	0.1067 	0.0968 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,IE	0.4478 e	0.4339 	0.2662 e	0.2851 	0.2701 e	0.2679 	0.2718 	0.2774 	0.2228 e	0.2226 	0.2196 	0.2163 	0.1862 	0.1533 	0.1387 b	0.1237 	0.136 e	0.1506 	0.1473 e	0.1408 	0.135 e	0.1303 	0.1356 be	0.1993 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,IS	0.4931 	0.5801 	0.5779 b	: 	0.4288 b	: 	0.5776 	0.3684 	0.3587 	0.3971 	0.3703 	: 	0.3649 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,IT	0.1931 p	0.1925 	0.1915 	0.1821 	0.1806 	0.1796 	0.1778 	0.1634 	0.1619 	0.1566 	0.1549 b	0.1178 	0.1167 	0.1198 	0.1159 	0.1106 	0.1095 	0.1069 	0.1083 b	0.1564 	0.1548 	0.1518 	0.1481 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,JP	: 	: 	: 	: 	0.2015 	0.1901 	0.1877 	0.1858 b	0.2392 	0.2396 	0.2349 	0.2318 	0.2242 	0.2198 	0.2627 	0.2647 	0.2632 	0.26 	0.2565 	0.2533 b	0.3643 e	0.3547 e	0.3464 e	0.3375 e	0.3297 e	0.3288 e	0.3278 e	0.3255 e	0.3212 e	0.3149 e	0.3104 e	0.3047 e	0.2986 e	0.2946 e	0.2861 e
T,RSE,HES,PC_ACT_FTE,KR	: 	: 	: 	: 	0.1627 	0.1587 	0.1564 	0.1428 	0.1545 b	0.1184 d	0.1155 d	0.1138 d	0.1151 d	0.1089 d	0.1027 d	0.107 d	0.1003 d	0.1005 d	0.0899 d	0.0915 d	0.0931 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,LT	0.3368 	0.3627 	0.376 	0.3702 	0.3885 	0.3942 	0.3767 	0.3788 	0.3705 	0.3654 	0.3313 	0.3303 	0.2781 	0.2615 	0.324 	0.3002 	0.3301 	0.3174 	0.2757 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,LU	0.3829 p	0.3512 	0.3064 	0.2648 	0.242 	0.2144 	0.1887 	0.1322 	0.0834 e	0.0778 	0.0779 	0.0721 	0.0156 e	: 	0.016 	0.012 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,LV	0.2402 p	0.2372 	0.2381 	0.2591 	0.2689 	0.2543 	0.2428 	0.2764 	0.2785 	0.2477 	0.212 	0.2244 	0.209 	0.2092 	0.2111 	0.2007 	0.1536 	0.1369 	0.1188 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,MK	: 	0.1222 	0.0976 	0.0813 	0.059 	0.0641 	0.0466 	0.0507 	0.0592 	0.0613 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,MT	0.1682 p	0.1811 	0.1578 	0.1408 	0.1259 	0.13 	0.1218 	0.1524 	0.1432 	0.1478 	0.1417 	0.138 	0.1361 	0.1293 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,NL	0.2558 p	0.2526 	0.2427 	0.2417 	0.2443 	0.234 	0.2249 	0.2162 	0.2103 	0.2123 	0.2131 	0.2072 	0.2004 	0.1943 	0.1933 	0.1934 	0.1924 b	0.1609 	0.1642 	0.1676 	0.1745 	0.18 	0.1803 	0.1787 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,NO	0.406 p	0.3913 	0.3851 	0.3808 	0.3836 	0.3754 	0.364 	0.3476 	0.3466 b	0.3293 	0.3201 	0.2925 	0.2703 	: 	0.2453 	: 	0.2416 d	: 	0.2282 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,PL	0.2345 	0.2314 	0.2173 	0.2233 	0.2338 	0.2321 	0.2235 	0.2383 	0.2322 	0.2258 	0.2397 	0.2374 	0.231 	0.2207 	0.2104 	0.2023 	0.2107 	0.2078 	0.1923 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,PT	0.5314 p	0.502 	0.5142 b	0.4683 	0.4623 	0.4618 	0.4503 	0.4447 b	0.2524 	0.2327 e	0.2133 	0.206 e	0.1971 	0.1869 e	0.1785 	0.1741 e	0.1694 	0.1627 de	0.1634 d	0.1468 de	0.1286 bd	0.1204 de	0.1194 de	0.109 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,RO	0.0732 	0.0718 	0.0745 	0.0745 	0.0746 b	0.092 	0.0771 	0.0723 	0.0538 	0.0591 	0.0576 	0.0599 	0.0532 	0.0379 	0.0276 	0.0244 	0.0225 	0.023 	0.0236 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,RU	: 	: 	: 	0.1153 	0.1187 	0.1118 	0.103 	0.1014 	0.1013 	0.0972 	0.0958 	0.0971 	0.0985 	0.096 	0.1047 	0.0993 	0.1005 	0.1049 	0.1102 	0.1122 	0.1188 	0.1384 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,SE	0.3595 p	0.3919 e	0.3708 	0.3374 e	0.3499 	0.3513 e	0.3398 	0.3105 e	0.3124 	0.3145 	0.3278 b	0.3938 	0.3809 	: 	0.3548 	: 	0.3396 	: 	0.315 	: 	0.2666 	: 	0.2577 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,SI	0.2086 p	0.22 	0.2223 	0.2408 	0.2436 b	0.2224 	0.1947 	0.1758 	0.1645 	0.1768 	0.171 	0.1227 	0.1249 	0.1438 	0.1447 	0.1423 	0.1401 	0.1308 	0.1221 	0.1512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,SK	0.3129 	0.331 	0.3561 	0.363 	0.3875 	0.3785 	0.3311 	0.3014 	0.2968 	0.2781 	0.245 	0.2463 	0.2017 	0.1777 	0.1865 	0.1941 	0.1674 	0.1868 	0.1652 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,TR	: 	0.1469 	0.156 	0.1547 	0.1383 	0.1333 	0.1307 	0.1306 	0.1329 	0.1224 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,UK	0.5312 ep	0.5196 	0.5057 	0.4934 	0.4869 	0.5205 	0.5152 	0.499 e	0.4982 e	0.4903 e	0.4792 be	: 	: 	: 	: 	: 	: 	0.1722 	0.1674 	0.1658 	0.1668 	0.1494 b	0.1138 	0.1089 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_FTE,US	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1321 	: 	0.1296 	: 	0.1354 	: 	0.1336 b	: 	0.1076 	: 	0.1127 	: 	0.1067 b	: 	0.0809 b	0.0893 	0.0883 	0.0885 	0.0887 
T,RSE,HES,PC_ACT_HC,AT	: 	: 	0.7928 	: 	0.7665 	: 	0.7028 	: 	0.639 	0.5911 	: 	0.5404 	: 	0.4541 	: 	: 	: 	0.3913 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,BE	: 	: 	0.6545 	0.6486 	0.6509 	0.6293 	0.6365 	0.6182 	0.5957 	0.5812 	0.5679 	0.5617 	0.5062 	0.5084 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,BG	: 	0.257 	0.219 	0.217 	0.2132 	0.1911 	0.1911 	0.1514 	0.1426 	0.1158 	0.1187 	0.1031 	0.0935 	0.091 	0.0845 	0.0746 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,CH	: 	: 	: 	0.9288 	: 	0.8784 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,CY	: 	0.3593 	0.3732 	0.2965 	0.3 	0.2643 	0.2509 	0.2267 	0.2274 	0.2274 	0.2261 	0.2044 	0.1672 	0.1394 	0.1162 	0.1076 	0.0955 	0.0851 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,CZ	: 	0.4472 	0.4404 	0.4084 	0.4029 	0.3848 	0.3728 	0.3682 	0.3638 	0.3341 	0.3279 	0.2785 	0.2535 	0.2545 	0.2415 	0.2455 	0.2313 	0.2211 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,DE	: 	0.6487 	0.6411 	0.6215 	0.597 	0.5771 	0.5317 	0.4898 	0.4674 	0.4511 	0.4321 	0.4332 	0.4419 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,DK	: 	0.993 	0.9589 	0.9113 	0.9025 	0.8328 	0.7918 	0.5904 	0.5691 b	0.559 	0.551 	0.4986 	0.4961 	0.4861 bd	0.3919 	0.363 	0.3454 d	: 	0.3864 d	: 	0.3458 	: 	0.2964 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,EA19	: 	0.5409 e	0.5318 	0.5203 e	0.5159 	0.5081 e	0.4862 e	0.4703 e	0.4461 e	0.4347 e	0.421 e	0.4072 e	0.4013 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,EE	0.7049 	0.7424 	0.7316 	0.7207 	0.6974 	0.6995 	0.6734 	0.6503 	0.6506 	0.5916 	0.5592 	0.5941 	0.5779 	0.5756 	0.5264 	0.5026 	0.4829 	0.4901 	0.4998 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,EL	: 	: 	0.8094 	: 	0.6759 b	: 	: 	: 	: 	: 	0.4942 	: 	0.4335 	: 	0.4111 	: 	0.5077 	: 	0.3496 	: 	0.308 	: 	0.2925 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,ES	: 	0.5229 	0.5118 	0.5294 	0.5459 	0.5588 	0.5415 	0.5333 	0.5331 	0.5227 	0.5183 	0.5201 	0.5225 	0.5357 	0.5521 	0.5246 	0.4757 	: 	0.4441 	: 	0.4684 	0.2924 	0.3463 	0.3342 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,EU28	: 	0.5927 e	0.5798 	0.5641 e	0.5601 	0.5485 e	0.5279 e	: 	0.4928 e	0.4808 e	0.4686 e	0.45 e	0.433 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,FI	: 	0.8511 	0.8545 	0.8788 	0.8719 	0.863 	0.8113 	0.7736 	0.7786 	0.7774 	0.7122 	0.7063 	: 	: 	: 	: 	0.5587 d	0.5228 d	0.4985 d	: 	0.4246 d	: 	0.3937 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,FR	: 	: 	0.3929 	0.3875 	0.3875 	0.3852 	0.3729 	0.3894 	0.3893 	0.3936 	0.3909 	0.3806 	0.3776 	0.3805 b	0.3685 e	0.3635 e	: 	0.3654 	0.3592 	0.3534 	0.3504 	0.3445 	0.3351 	0.3263 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,HR	: 	0.3729 	0.3941 	0.3917 	0.3923 	0.4277 	0.3959 	0.4104 	0.3883 	0.3808 	0.3798 	0.4102 	0.3814 	0.3548 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,HU	: 	0.3609 	0.3726 	0.3881 	0.4071 	0.4155 	0.4449 	0.4484 	0.4432 	0.4483 	0.4566 	0.4614 	0.458 	0.4559 	0.4473 	0.4366 	0.3813 	0.3723 	0.3425 	0.3073 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,IE	: 	0.8113 p	0.5276 e	0.5331 	0.5255 e	0.517 	0.5199 	0.5216 	0.4809 e	0.4801 	0.4741 	0.4655 	0.4609 	0.4575 	0.4086 b	0.3797 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,IS	1.137 	: 	1.0914 b	: 	0.7661 b	: 	0.7843 	0.7487 	0.7289 	0.8266 	0.7905 	: 	0.7039 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,IT	: 	0.3164 	0.3133 	0.3087 	0.308 	0.3127 	0.3182 	0.3077 	0.3073 	0.3012 	0.2933 b	0.2396 	0.2373 	0.2435 	0.2341 	0.2236 	0.2212 	0.2156 	0.226 	: 	: 	: 	0.2238 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,RSE,HES,PC_ACT_HC,JP	: 	: 	: 	: 	0.5014 	0.4736 	0.467 	0.4599 	0.4536 	0.4524 	0.4443 	0.4383 	0.4265 	0.4205 	0.4157 	0.3839 	0.3821 	0.3775 	0.373 	0.37 	0.3643 	0.3547 	0.3464 	0.3375 	0.3297 	0.3288 	: 	: 	: 	: 	: 	: 	: 	: 	: 
